text,category
Road construction left incomplete since yesterday near Block A.,Roads
Frequent call drops and poor signal near Main Bazaar kindly look into this jaldi Thanks.,Telecom
School has no proper drinking water and toilets; service not working near Civil Lines high priority sir/madam Kindly help.,Education
Passport verification delayed for 3 days near Old City please Thanks.,Documents
Wrong cylinder delivered by agency; status pending from last night Kindly help.,Gas
Housing scheme application rejected wrongly from 10 AM today please!,Housing
Passport verification delayed - passport; portal error for 2 days.,Documents
Wrong cylinder delivered by agency; status pending since last week pls.,Gas
Policy document not received near Phase 1 high priority sir/madam Thanks.,Insurance
Internet bill paid but service suspended from last night near Nehru Nagar kindly look into this namaskar Kindly help.,Internet Services
ATM cash not received but balance debited since last month near Sector 21 Kindly help.,Banking
Requesting guidance for grievance process needs immediate attention namaskar,Other
Delay in pension payment every month near Block C pls.,Pension
Salary not received under scheme since last week near Sector 12 needs immediate attention Kindly help.,Employment
Electricity bill shows wrong meter reading; status pending from last night near Shivaji Chowk,Electricity
Net banking login not working since yesterday near Model Town,Banking
Road has big potholes causing accidents; portal error please resolve asap.,Roads
General complaint about public service delay; service not working requesting quick action pls.,Other
Broadband internet not working; bill issue for 3 days high priority.,Internet Services
Insurance claim not processed yet kripya!,Insurance
SIM not active even after recharge for 48 hours!,Telecom
LPG subsidy not received from 10 AM today near Station Road!,Gas
LPG subsidy not received; status pending since last week near Block C!,Gas
Train delayed without information since last week please resolve asap madad kijiye pls.,Railways
Housing scheme application rejected wrongly from 10 AM today near Sector 21.,Housing
Tax portal login problem near Old City pls.,Tax
Internet bill paid but service suspended.,Internet Services
Cheque clearance taking too long,Banking
No water supply to our house urgent!,Water
Ticketing machine not working in bus; support not responding from last night,Transport
Driver rash driving complaint near MG Road.,Transport
School has no proper drinking water and toilets; support not responding for 48 hours near Civil Lines sir/madam!,Education
Train delayed without information - station; refund not received near Nehru Nagar Kindly help.,Railways
Need correction in insurance policy details for 3 days near Old City.,Insurance
Ticketing machine not working in bus - metro for 2 days pls.,Transport
Pension status showing pending for long time; support not responding for 3 days near Block A kripya Thanks.,Pension
Frequent power cuts every night; status pending bahut problem Thanks.,Electricity
Salary not received under scheme from last night Kindly help.,Employment
Internet bill paid but service suspended from last night near Phase 1 pls.,Internet Services
Need correction in insurance policy details near New Town,Insurance
Requesting guidance for grievance process.,Other
Water pipeline leakage on the street from last night!,Water
Overcharging by vendors at station; support not responding since yesterday near Main Bazaar.,Railways
Delay in pension payment every month near Sector 21 high priority Kindly help.,Pension
Need correction in insurance policy details near Station Road Kindly help.,Insurance
Public bus service delayed daily for 48 hours near Gandhi Nagar sir/madam!,Transport
Frequent power cuts every night please resolve asap kripya!,Electricity
Delay in pension payment every month near Sector 21 high priority.,Pension
Salary not received under scheme for 2 days Thanks.,Employment
No street cleaning in our area; status pending for 3 days near Gandhi Nagar please resolve asap please Kindly help.,Sanitation
Public bus service delayed daily; support not responding for 2 days kindly look into this kripya!,Transport
Overcharging by vendors at station; bill issue for 48 hours!,Railways
Hospital staff not available at counter; status pending for 3 days near Ward 5.,Healthcare
Flat allotment not received after approval; status pending for 48 hours Kindly help.,Housing
Safety issue in locality at night for 3 days requesting quick action.,Law & Order
Passport verification delayed pls.,Documents
College fee receipt not generated online since last week near Ward 5 Kindly help.,Education
College fee receipt not generated online near Old City madad kijiye,Education
Requesting guidance for grievance process since last week near Model Town madad kijiye.,Other
Overcharging by vendors at station urgent pls.,Railways
Housing scheme application rejected wrongly from 10 AM today near Shivaji Chowk urgent sir/madam pls.,Housing
Doctor not present in government hospital near Gandhi Nagar.,Healthcare
SIM not active even after recharge,Telecom
Road has big potholes causing accidents urgent.,Roads
No water supply to our house; service not working Thanks.,Water
Pension status showing pending for long time for 3 days requesting quick action Kindly help.,Pension
Salary not received under scheme; complaint not updated since yesterday Kindly help.,Employment
LPG subsidy not received - gas leakage near Model Town needs immediate attention!,Gas
ATM cash not received but balance debited!,Banking
Medicine not available in dispensary near Station Road Thanks.,Healthcare
No network coverage inside my house urgent Thanks.,Telecom
Safety issue in locality at night; status pending please resolve asap Kindly help.,Law & Order
Pension status showing pending for long time for a week near Phase 1 pls.,Pension
Drain is blocked and sewage is overflowing; support not responding,Sanitation
ATM cash not received but balance debited kindly look into this pls.,Banking
Scholarship amount not received - college,Education
Overcharging by vendors at station since yesterday near Sector 12 please resolve asap please pls.,Railways
Cheque clearance taking too long since yesterday near Civil Lines sir/madam!,Banking
Dirty water coming from taps for a week high priority kripya pls.,Water
Street road is flooded because of bad surface since yesterday needs immediate attention Thanks.,Roads
Wrong cylinder delivered by agency - gas leakage near Shivaji Chowk please resolve asap Kindly help.,Gas
Salary not received under scheme - scheme from last night!,Employment
Net banking login not working for 3 days!,Banking
Housing scheme application rejected wrongly for 2 days needs immediate attention Thanks.,Housing
Salary not received under scheme; portal error since last week bahut problem Thanks.,Employment
General complaint about public service delay for a week near Ward 11.,Other
Employment office registration issue since last month kindly look into this Thanks.,Employment
Delay in pension payment every month for 48 hours requesting quick action sir/madam.,Pension
Road construction left incomplete; portal error from last night Thanks.,Roads
Delay in pension payment every month; status pending since last week needs immediate attention.,Pension
Internet bill paid but service suspended; status pending,Internet Services
ATM cash not received but balance debited; support not responding near Model Town bahut problem!,Banking
Tax portal login problem for a week!,Tax
Doctor not present in government hospital from last night near Model Town,Healthcare
Housing scheme application rejected wrongly; service not working madad kijiye Kindly help.,Housing
Policy document not received; support not responding since last month Thanks.,Insurance
Scholarship amount not received needs immediate attention kripya pls.,Education
Tax portal login problem from 10 AM today near Shivaji Chowk kindly look into this,Tax
Frequent call drops and poor signal near Phase 1,Telecom
Employment office registration issue near Model Town!,Employment
Policy document not received - insurance; support not responding near Model Town please resolve asap pls.,Insurance
Salary not received under scheme; status pending since yesterday near Block A sir/madam,Employment
Salary not received under scheme near Gandhi Nagar requesting quick action!,Employment
Wrong tax demand notice received since yesterday requesting quick action Kindly help.,Tax
Overcharging by vendors at station Thanks.,Railways
Medicine not available in dispensary since last week kindly look into this,Healthcare
Train delayed without information near Ward 11 kindly look into this pls.,Railways
ATM cash not received but balance debited bahut problem Kindly help.,Banking
Overcharging by vendors at station pls.,Railways
Flat allotment not received after approval; bill issue for 48 hours urgent Kindly help.,Housing
Housing scheme application rejected wrongly from last night.,Housing
Delay in pension payment every month; support not responding high priority Kindly help.,Pension
Medicine not available in dispensary - doctor since last month please resolve asap.,Healthcare
Housing scheme application rejected wrongly,Housing
Street road is flooded because of bad surface; support not responding near Phase 2 requesting quick action,Roads
Employment office registration issue; complaint not updated for 3 days near Model Town urgent Kindly help.,Employment
Overcharging by vendors at station - station for 3 days near Old City please resolve asap please,Railways
No water supply to our house; refund not received since last month near Station Road requesting quick action!,Water
Wrong tax demand notice received near Sector 21 urgent pls.,Tax
Street road is flooded because of bad surface,Roads
Flat allotment not received after approval - repair; portal error for 2 days.,Housing
Salary not received under scheme for a week near Phase 2 Kindly help.,Employment
Safety issue in locality at night; refund not received from last night needs immediate attention namaskar.,Law & Order
No network coverage inside my house; refund not received since last week Kindly help.,Telecom
Flat allotment not received after approval since yesterday kindly look into this!,Housing
Tax portal login problem for 3 days please resolve asap pls.,Tax
Street road is flooded because of bad surface kindly look into this please.,Roads
Hospital staff not available at counter near Civil Lines sir/madam Kindly help.,Healthcare
Name correction in PAN card not done near Civil Lines Kindly help.,Documents
ATM cash not received but balance debited pls.,Banking
Employment office registration issue; bill issue Kindly help.,Employment
Pension status showing pending for long time for 48 hours Kindly help.,Pension
Street road is flooded because of bad surface; status pending for 3 days,Roads
Voltage fluctuation is damaging appliances near New Town Kindly help.,Electricity
Pension status showing pending for long time since last week bahut problem.,Pension
Frequent power cuts every night,Electricity
Road construction left incomplete; service not working from 10 AM today needs immediate attention!,Roads
Harassment complaint needs attention - police.,Law & Order
Frequent power cuts every night; portal error for 3 days please resolve asap Thanks.,Electricity
Delay in pension payment every month; portal error,Pension
Train delayed without information for 48 hours urgent Kindly help.,Railways
Passport verification delayed since last week!,Documents
Ticketing machine not working in bus; complaint not updated from 10 AM today near New Town requesting quick action!,Transport
Drain is blocked and sewage is overflowing from last night near Main Bazaar Thanks.,Sanitation
Train delayed without information for 2 days Kindly help.,Railways
Medicine not available in dispensary; portal error for 3 days near New Town urgent.,Healthcare
Need help regarding government portal issue - misc near Model Town needs immediate attention,Other
Requesting guidance for grievance process near Shivaji Chowk Thanks.,Other
Electricity bill shows wrong meter reading near Ward 11 pls.,Electricity
Passport verification delayed; support not responding from 10 AM today near Sector 21 Thanks.,Documents
Voltage fluctuation is damaging appliances for 48 hours please resolve asap.,Electricity
No water supply to our house for a week sir/madam,Water
General complaint about public service delay since yesterday near Ward 5.,Other
Need correction in insurance policy details for 3 days near MG Road!,Insurance
Water pipeline leakage on the street for a week needs immediate attention.,Water
Employment office registration issue - job since last week,Employment
Wrong cylinder delivered by agency; status pending since last month near New Town needs immediate attention,Gas
Scholarship amount not received; service not working from last night pls.,Education
Policy document not received near Gandhi Nagar.,Insurance
Employment office registration issue - scheme; service not working since last month pls.,Employment
Road construction left incomplete - bridge since yesterday requesting quick action!,Roads
Harassment complaint needs attention for 3 days Thanks.,Law & Order
Broadband internet not working - router urgent please,Internet Services
Delay in pension payment every month; bill issue for 48 hours please resolve asap Thanks.,Pension
Flat allotment not received after approval for 3 days near Model Town.,Housing
Medicine not available in dispensary for 3 days Thanks.,Healthcare
Safety issue in locality at night near Nehru Nagar!,Law & Order
Pension status showing pending for long time - pension from 10 AM today near Civil Lines please,Pension
Name correction in PAN card not done,Documents
Passport verification delayed from 10 AM today near Main Bazaar Kindly help.,Documents
School has no proper drinking water and toilets requesting quick action Kindly help.,Education
SIM not active even after recharge since last week!,Telecom
Frequent call drops and poor signal from last night near New Town jaldi Thanks.,Telecom
Net banking login not working; portal error near Ward 11.,Banking
No water supply to our house from 10 AM today!,Water
Cheque clearance taking too long - upi since last month Kindly help.,Banking
Internet bill paid but service suspended Thanks.,Internet Services
Dirty water coming from taps jaldi Thanks.,Water
Harassment complaint needs attention; status pending since last week near Station Road Thanks.,Law & Order
Drain is blocked and sewage is overflowing - waste for a week near Block C Kindly help.,Sanitation
Wrong tax demand notice received since yesterday near Shivaji Chowk needs immediate attention Thanks.,Tax
Doctor not present in government hospital - ambulance from 10 AM today near Civil Lines pls.,Healthcare
Hospital staff not available at counter please.,Healthcare
Frequent power cuts every night for 48 hours pls.,Electricity
Road construction left incomplete - potholes Thanks.,Roads
Pension status showing pending for long time - payment from 10 AM today,Pension
Drain is blocked and sewage is overflowing Kindly help.,Sanitation
Medicine not available in dispensary near Gandhi Nagar kindly look into this.,Healthcare
GST registration issue on portal - gst for 2 days near Main Bazaar please resolve asap.,Tax
Safety issue in locality at night - harassment; support not responding from 10 AM today near MG Road jaldi Kindly help.,Law & Order
Safety issue in locality at night since last month!,Law & Order
GST registration issue on portal; support not responding from 10 AM today near New Town Kindly help.,Tax
Driver rash driving complaint Thanks.,Transport
Safety issue in locality at night; service not working for a week near Block A kripya!,Law & Order
LPG subsidy not received from last night requesting quick action kripya.,Gas
Hospital staff not available at counter from 10 AM today.,Healthcare
No street cleaning in our area near Main Bazaar Thanks.,Sanitation
Safety issue in locality at night; refund not received high priority.,Law & Order
GST registration issue on portal since last month Thanks.,Tax
Broadband internet not working since last month near Shivaji Chowk urgent bahut problem!,Internet Services
Internet bill paid but service suspended near Station Road.,Internet Services
Electricity bill shows wrong meter reading for 2 days Kindly help.,Electricity
Wrong cylinder delivered by agency - gas leakage; service not working from 10 AM today!,Gas
Cheque clearance taking too long for a week near Nehru Nagar kindly look into this!,Banking
Salary not received under scheme - unemployment; complaint not updated near Ward 11 please Thanks.,Employment
Passport verification delayed urgent please!,Documents
Housing scheme application rejected wrongly near Main Bazaar requesting quick action!,Housing
No water supply to our house - water supply!,Water
Flat allotment not received after approval since last week near Ring Road sir/madam,Housing
Internet bill paid but service suspended near Model Town Thanks.,Internet Services
No water supply to our house; status pending requesting quick action namaskar.,Water
Electricity bill shows wrong meter reading - meter requesting quick action.,Electricity
LPG subsidy not received for 48 hours near Main Bazaar,Gas
Tax portal login problem since last month!,Tax
Dirty water coming from taps; portal error since yesterday near Sector 21 jaldi.,Water
Net banking login not working Thanks.,Banking
Wrong tax demand notice received from last night near Main Bazaar.,Tax
General complaint about public service delay; status pending near Main Bazaar please resolve asap Thanks.,Other
Pension status showing pending for long time; complaint not updated kripya Kindly help.,Pension
SIM not active even after recharge from 10 AM today near Ward 11 sir/madam!,Telecom
Delay in pension payment every month since last week kindly look into this Kindly help.,Pension
Safety issue in locality at night - safety Kindly help.,Law & Order
Name correction in PAN card not done from last night near Shivaji Chowk Kindly help.,Documents
Public toilet is not maintained requesting quick action Thanks.,Sanitation
Cheque clearance taking too long pls.,Banking
Overcharging by vendors at station.,Railways
Overcharging by vendors at station; portal error for 3 days near Block A needs immediate attention,Railways
Road construction left incomplete for a week.,Roads
Drain is blocked and sewage is overflowing for 3 days kripya Kindly help.,Sanitation
Street road is flooded because of bad surface - bridge from last night madad kijiye.,Roads
Public bus service delayed daily; portal error kripya pls.,Transport
Aadhaar update request pending since yesterday needs immediate attention Kindly help.,Documents
Medicine not available in dispensary; bill issue from last night,Healthcare
Public toilet is not maintained for a week kindly look into this please Thanks.,Sanitation
No water supply to our house; refund not received since last week near Ward 11 kindly look into this.,Water
Salary not received under scheme for 3 days near Old City high priority Thanks.,Employment
Pension status showing pending for long time; refund not received for 2 days near Gandhi Nagar,Pension
Name correction in PAN card not done since yesterday near Phase 2 pls.,Documents
Medicine not available in dispensary Kindly help.,Healthcare
Insurance claim not processed yet since last month Thanks.,Insurance
Delay in pension payment every month; complaint not updated pls.,Pension
Scholarship amount not received since yesterday!,Education
Employment office registration issue near New Town please resolve asap Thanks.,Employment
Harassment complaint needs attention for 3 days near Old City urgent pls.,Law & Order
LPG subsidy not received; complaint not updated for a week,Gas
SIM not active even after recharge since last week.,Telecom
Wrong cylinder delivered by agency kindly look into this bahut problem pls.,Gas
Voltage fluctuation is damaging appliances near Shivaji Chowk Thanks.,Electricity
Ticketing machine not working in bus since yesterday near Block A sir/madam,Transport
Passport verification delayed from 10 AM today near Gandhi Nagar requesting quick action!,Documents
Scholarship amount not received; portal error from last night!,Education
Harassment complaint needs attention near Model Town bahut problem.,Law & Order
Harassment complaint needs attention from 10 AM today bahut problem,Law & Order
Pension status showing pending for long time for 2 days near Block A madad kijiye,Pension
Policy document not received; bill issue kindly look into this pls.,Insurance
Electricity bill shows wrong meter reading namaskar Thanks.,Electricity
Requesting guidance for grievance process near Block A,Other
Public bus service delayed daily - metro near Main Bazaar sir/madam,Transport
Employment office registration issue - scheme; portal error!,Employment
No water supply to our house from 10 AM today near Main Bazaar,Water
Ticketing machine not working in bus; refund not received needs immediate attention!,Transport
SIM not active even after recharge kripya!,Telecom
Insurance claim not processed yet since last month madad kijiye,Insurance
Frequent power cuts every night; refund not received since last month Kindly help.,Electricity
Frequent power cuts every night; refund not received from last night Kindly help.,Electricity
Scholarship amount not received near Phase 2 Kindly help.,Education
No street cleaning in our area; support not responding since yesterday near Ward 11 high priority!,Sanitation
Broadband internet not working near Old City madad kijiye Kindly help.,Internet Services
Wrong tax demand notice received; service not working for 3 days.,Tax
Overcharging by vendors at station - ticket for 48 hours near Ward 5 kripya.,Railways
Employment office registration issue for 2 days near Block C requesting quick action Thanks.,Employment
Harassment complaint needs attention near Sector 12 Thanks.,Law & Order
Dirty water coming from taps - tap; service not working for a week needs immediate attention Thanks.,Water
Safety issue in locality at night for 3 days needs immediate attention,Law & Order
Harassment complaint needs attention from last night jaldi pls.,Law & Order
College fee receipt not generated online for 48 hours.,Education
Tax portal login problem for 3 days near Station Road Thanks.,Tax
LPG subsidy not received; complaint not updated for 2 days near Ward 11 requesting quick action,Gas
Public bus service delayed daily.,Transport
Public toilet is not maintained since yesterday Thanks.,Sanitation
Housing scheme application rejected wrongly - maintenance kindly look into this Kindly help.,Housing
LPG subsidy not received near Ward 11 Thanks.,Gas
Dirty water coming from taps; bill issue from last night near Sector 12 pls.,Water
Ticketing machine not working in bus since last week near Phase 1.,Transport
School has no proper drinking water and toilets for 48 hours!,Education
Street road is flooded because of bad surface; status pending,Roads
Policy document not received from 10 AM today near Civil Lines urgent jaldi Thanks.,Insurance
Passport verification delayed near Ring Road pls.,Documents
Street road is flooded because of bad surface.,Roads
GST registration issue on portal since last week needs immediate attention Kindly help.,Tax
Housing scheme application rejected wrongly from last night near Sector 21 high priority Thanks.,Housing
Public bus service delayed daily; status pending for a week!,Transport
Public bus service delayed daily near Nehru Nagar Thanks.,Transport
Housing scheme application rejected wrongly jaldi Thanks.,Housing
Requesting guidance for grievance process - general for 2 days!,Other
No water supply to our house - leakage Kindly help.,Water
School has no proper drinking water and toilets for 2 days Thanks.,Education
WiFi speed is very slow; bill issue near Gandhi Nagar Kindly help.,Internet Services
Train delayed without information since last month near Main Bazaar pls.,Railways
Doctor not present in government hospital; status pending near Block C,Healthcare
Doctor not present in government hospital for a week Thanks.,Healthcare
Hospital staff not available at counter near Station Road pls.,Healthcare
Policy document not received since last month near Block A kindly look into this madad kijiye!,Insurance
WiFi speed is very slow since last week near Old City kindly look into this madad kijiye,Internet Services
ATM cash not received but balance debited - debit near Shivaji Chowk urgent.,Banking
Housing scheme application rejected wrongly for 3 days near Ring Road requesting quick action pls.,Housing
Safety issue in locality at night since yesterday please resolve asap pls.,Law & Order
Safety issue in locality at night near Ward 11 madad kijiye.,Law & Order
Wrong cylinder delivered by agency; complaint not updated near Block A,Gas
Transformer is sparking and making noise for a week near Nehru Nagar kindly look into this,Electricity
Medicine not available in dispensary - medicine; portal error kindly look into this kripya.,Healthcare
Voltage fluctuation is damaging appliances from 10 AM today near Main Bazaar,Electricity
Cheque clearance taking too long from 10 AM today near Block A requesting quick action Thanks.,Banking
Public bus service delayed daily for 48 hours jaldi!,Transport
Wrong tax demand notice received.,Tax
Ticketing machine not working in bus pls.,Transport
Medicine not available in dispensary from last night near Model Town Kindly help.,Healthcare
Net banking login not working Kindly help.,Banking
Safety issue in locality at night for 2 days near Phase 1.,Law & Order
Medicine not available in dispensary for 2 days!,Healthcare
Aadhaar update request pending kripya pls.,Documents
Doctor not present in government hospital; support not responding madad kijiye.,Healthcare
SIM not active even after recharge; refund not received,Telecom
Doctor not present in government hospital - medicine; refund not received since last week!,Healthcare
Pension status showing pending for long time; complaint not updated please resolve asap please Kindly help.,Pension
Road construction left incomplete; status pending for 48 hours high priority,Roads
Delay in pension payment every month for 2 days near Main Bazaar urgent pls.,Pension
LPG subsidy not received; service not working urgent,Gas
Net banking login not working near Model Town.,Banking
Flat allotment not received after approval near Phase 2,Housing
Harassment complaint needs attention for a week pls.,Law & Order
Road has big potholes causing accidents from last night needs immediate attention,Roads
Medicine not available in dispensary; portal error since last week!,Healthcare
ATM cash not received but balance debited near Sector 12 urgent!,Banking
Broadband internet not working for 3 days kindly look into this Kindly help.,Internet Services
Scholarship amount not received; complaint not updated kripya!,Education
Salary not received under scheme bahut problem Thanks.,Employment
Voltage fluctuation is damaging appliances near Sector 21 needs immediate attention!,Electricity
Wrong cylinder delivered by agency; status pending from 10 AM today!,Gas
Harassment complaint needs attention from 10 AM today.,Law & Order
LPG subsidy not received,Gas
School has no proper drinking water and toilets since last month near Sector 12 jaldi Kindly help.,Education
Aadhaar update request pending - license; service not working bahut problem Kindly help.,Documents
WiFi speed is very slow from last night,Internet Services
Voltage fluctuation is damaging appliances; service not working since yesterday near Sector 21 jaldi pls.,Electricity
Scholarship amount not received; refund not received near Gandhi Nagar kripya Thanks.,Education
Tax portal login problem for 48 hours near Block A please pls.,Tax
Cheque clearance taking too long since last month Thanks.,Banking
Wrong tax demand notice received; portal error from 10 AM today requesting quick action,Tax
Drain is blocked and sewage is overflowing since yesterday sir/madam.,Sanitation
GST registration issue on portal for a week jaldi,Tax
Aadhaar update request pending urgent pls.,Documents
Public bus service delayed daily - route from last night near Phase 2 Kindly help.,Transport
Delay in pension payment every month near Old City needs immediate attention.,Pension
College fee receipt not generated online kindly look into this please Kindly help.,Education
Harassment complaint needs attention - theft; portal error from last night kindly look into this.,Law & Order
Scholarship amount not received please pls.,Education
Net banking login not working!,Banking
Cheque clearance taking too long near Ward 11 please resolve asap.,Banking
No water supply to our house - leakage near Ward 5 Kindly help.,Water
Name correction in PAN card not done - passport since last month needs immediate attention.,Documents
Aadhaar update request pending please,Documents
Scholarship amount not received,Education
Street road is flooded because of bad surface Kindly help.,Roads
Dirty water coming from taps - tap for 2 days namaskar,Water
Frequent power cuts every night - street light; service not working for 2 days urgent Thanks.,Electricity
Train delayed without information from last night please resolve asap Thanks.,Railways
Overcharging by vendors at station pls.,Railways
Safety issue in locality at night for 3 days near Sector 12 needs immediate attention.,Law & Order
Broadband internet not working - wifi from last night high priority!,Internet Services
Public bus service delayed daily - delay; complaint not updated from 10 AM today Thanks.,Transport
Employment office registration issue please resolve asap!,Employment
Safety issue in locality at night for a week Kindly help.,Law & Order
Street road is flooded because of bad surface high priority Thanks.,Roads
Street road is flooded because of bad surface - footpath kindly look into this pls.,Roads
Tax portal login problem; status pending since yesterday requesting quick action jaldi pls.,Tax
Requesting guidance for grievance process; portal error from 10 AM today near Main Bazaar!,Other
Requesting guidance for grievance process; portal error from last night Thanks.,Other
Tax portal login problem for 2 days!,Tax
Aadhaar update request pending - license; support not responding sir/madam.,Documents
Street road is flooded because of bad surface!,Roads
Wrong cylinder delivered by agency - lpg namaskar!,Gas
Medicine not available in dispensary from last night near Ward 5.,Healthcare
Ticketing machine not working in bus since yesterday Thanks.,Transport
Aadhaar update request pending - pan; status pending!,Documents
Overcharging by vendors at station near Block A!,Railways
Ticketing machine not working in bus!,Transport
General complaint about public service delay - help for 2 days near Shivaji Chowk pls.,Other
Name correction in PAN card not done near Phase 2 please Kindly help.,Documents
Housing scheme application rejected wrongly near Phase 2 Kindly help.,Housing
ATM cash not received but balance debited; bill issue since last month Thanks.,Banking
Insurance claim not processed yet; bill issue for 2 days near Block C please resolve asap Kindly help.,Insurance
No water supply to our house near Shivaji Chowk,Water
Train delayed without information from 10 AM today requesting quick action namaskar Kindly help.,Railways
Medicine not available in dispensary - ambulance since yesterday Kindly help.,Healthcare
Road construction left incomplete namaskar Thanks.,Roads
ATM cash not received but balance debited since yesterday needs immediate attention Thanks.,Banking
Train delayed without information; complaint not updated for 48 hours near Main Bazaar pls.,Railways
Doctor not present in government hospital since last month Kindly help.,Healthcare
Hospital staff not available at counter from 10 AM today requesting quick action.,Healthcare
Employment office registration issue from last night near Old City Thanks.,Employment
SIM not active even after recharge for a week near Model Town.,Telecom
Public bus service delayed daily for a week near Model Town!,Transport
Public toilet is not maintained - sewage for 48 hours near Phase 1 kindly look into this madad kijiye Thanks.,Sanitation
Tax portal login problem; refund not received since last month near Old City.,Tax
No street cleaning in our area Kindly help.,Sanitation
Name correction in PAN card not done for 3 days Kindly help.,Documents
Tax portal login problem - pan linked near Sector 21 Kindly help.,Tax
No water supply to our house - leakage from last night high priority Thanks.,Water
Internet bill paid but service suspended since last week near Civil Lines kindly look into this!,Internet Services
Frequent power cuts every night madad kijiye!,Electricity
Scholarship amount not received; support not responding from 10 AM today near New Town!,Education
Street road is flooded because of bad surface near Ward 5 please resolve asap Thanks.,Roads
Road has big potholes causing accidents for 3 days near MG Road kindly look into this bahut problem pls.,Roads
Dirty water coming from taps since last month pls.,Water
Doctor not present in government hospital near MG Road.,Healthcare
Electricity bill shows wrong meter reading for a week near Model Town.,Electricity
SIM not active even after recharge pls.,Telecom
General complaint about public service delay from 10 AM today,Other
WiFi speed is very slow; portal error from last night!,Internet Services
Electricity bill shows wrong meter reading for 48 hours near Nehru Nagar!,Electricity
Drain is blocked and sewage is overflowing near Main Bazaar Kindly help.,Sanitation
Road construction left incomplete for 3 days Thanks.,Roads
Housing scheme application rejected wrongly since yesterday near Ward 11 pls.,Housing
Salary not received under scheme; bill issue please resolve asap!,Employment
Wrong cylinder delivered by agency; status pending since last month near New Town,Gas
Pension status showing pending for long time since last month near MG Road.,Pension
Aadhaar update request pending - passport kindly look into this Thanks.,Documents
Street road is flooded because of bad surface near Civil Lines pls.,Roads
Housing scheme application rejected wrongly - maintenance near Gandhi Nagar high priority!,Housing
Overcharging by vendors at station; bill issue for a week requesting quick action,Railways
Dirty water coming from taps - dirty water; service not working near Sector 12 pls.,Water
Internet bill paid but service suspended from 10 AM today,Internet Services
WiFi speed is very slow for 3 days near Old City urgent,Internet Services
Salary not received under scheme - unemployment Kindly help.,Employment
Train delayed without information for 48 hours!,Railways
Housing scheme application rejected wrongly near Gandhi Nagar pls.,Housing
Frequent call drops and poor signal pls.,Telecom
Wrong cylinder delivered by agency; portal error since last month near Old City!,Gas
Safety issue in locality at night; refund not received for 3 days near Model Town requesting quick action pls.,Law & Order
Overcharging by vendors at station since yesterday Thanks.,Railways
SIM not active even after recharge since yesterday near Model Town Kindly help.,Telecom
Requesting guidance for grievance process requesting quick action jaldi!,Other
Road construction left incomplete jaldi.,Roads
Salary not received under scheme Kindly help.,Employment
Name correction in PAN card not done for 3 days!,Documents
Water pipeline leakage on the street for 3 days kripya pls.,Water
Safety issue in locality at night for 3 days near Ward 5 jaldi.,Law & Order
Street road is flooded because of bad surface - potholes for 48 hours!,Roads
Delay in pension payment every month - benefit.,Pension
Public toilet is not maintained for 3 days.,Sanitation
Tax portal login problem Kindly help.,Tax
Road has big potholes causing accidents; status pending near Block A Thanks.,Roads
GST registration issue on portal since yesterday near Ward 11 Thanks.,Tax
Doctor not present in government hospital; refund not received near MG Road jaldi Kindly help.,Healthcare
Flat allotment not received after approval needs immediate attention Kindly help.,Housing
School has no proper drinking water and toilets; support not responding since yesterday please!,Education
Hospital staff not available at counter; support not responding since last week pls.,Healthcare
Electricity bill shows wrong meter reading from 10 AM today near Block C madad kijiye Kindly help.,Electricity
Housing scheme application rejected wrongly near Sector 21 Kindly help.,Housing
Need correction in insurance policy details - insurance; support not responding from 10 AM today high priority,Insurance
ATM cash not received but balance debited high priority!,Banking
No network coverage inside my house near Old City Thanks.,Telecom
Broadband internet not working near Block A needs immediate attention Thanks.,Internet Services
Name correction in PAN card not done; refund not received please resolve asap.,Documents
No network coverage inside my house - tower; complaint not updated bahut problem!,Telecom
Water pipeline leakage on the street,Water
Frequent power cuts every night - voltage.,Electricity
Street road is flooded because of bad surface; status pending since last week near Ward 5 needs immediate attention madad kijiye Thanks.,Roads
Public toilet is not maintained - drain; refund not received from last night near New Town Kindly help.,Sanitation
Salary not received under scheme for a week near MG Road jaldi Thanks.,Employment
Insurance claim not processed yet; portal error near MG Road bahut problem.,Insurance
Water pipeline leakage on the street; refund not received for a week kindly look into this.,Water
Harassment complaint needs attention; service not working for 2 days near Old City pls.,Law & Order
GST registration issue on portal; status pending needs immediate attention,Tax
Electricity bill shows wrong meter reading - street light; bill issue for 2 days!,Electricity
Medicine not available in dispensary kindly look into this,Healthcare
Tax portal login problem since yesterday Thanks.,Tax
Salary not received under scheme since yesterday near Nehru Nagar.,Employment
Scholarship amount not received from 10 AM today Thanks.,Education
Frequent power cuts every night for 3 days near Sector 21 urgent!,Electricity
General complaint about public service delay for a week urgent pls.,Other
Overcharging by vendors at station; status pending near Block A kindly look into this Thanks.,Railways
Doctor not present in government hospital - clinic urgent pls.,Healthcare
Public toilet is not maintained near Nehru Nagar please resolve asap jaldi,Sanitation
Scholarship amount not received near Ring Road Thanks.,Education
Electricity bill shows wrong meter reading requesting quick action sir/madam.,Electricity
Salary not received under scheme from 10 AM today near Sector 12 requesting quick action bahut problem pls.,Employment
Insurance claim not processed yet madad kijiye Thanks.,Insurance
Delay in pension payment every month since yesterday near Shivaji Chowk kindly look into this!,Pension
Doctor not present in government hospital; portal error since last month,Healthcare
